年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,10,1,7,11,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,13,43,3,10,3,4,B03,7,9,1,8,2,1,,43,43,1,22,8,B03,120.617667,24.175675,2
2021,10,1,7,22,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,8,2,,,23,23,1,22,,B03,120.673153,24.127321,3
2021,10,1,7,24,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,4,2,9,1,1,C03,7,9,1,10,2,11,,4,4,1,1,9,C03,120.608519,24.156745,2
2021,10,1,7,29,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,12,,B03,120.547421,24.233878,3
2021,10,1,7,29,臺中市,梧棲區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,10,8,C03,120.524515,24.221703,2
2021,10,1,7,32,臺中市,大雅區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,3,1,10,5,5,1,11,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,22,1,C03,120.6629,24.22159,2
2021,10,1,7,32,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.690085,24.157334,3
2021,10,1,7,32,臺中市,石岡區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,1,11,5,3,10,1,1,B03,7,9,1,8,2,8,,5,5,1,21,8,B03,120.810069,24.259336,2
2021,10,1,7,36,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,5,2,13,16,2,7,1,1,C03,7,9,1,10,2,11,,16,16,1,18,2,C03,120.698152,24.245199,2
2021,10,1,7,36,臺中市,豐原區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,17,12,3,10,3,4,B03,7,2,1,8,2,3,,12,12,1,22,8,B03,120.715491,24.243197,2
2021,10,1,7,38,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,C03,,,1,,2,,,26,26,1,22,,C03,120.697761,24.170583,3
2021,10,1,7,42,臺中市,西屯區,0,0,0,,,,80,,,,,,,,,,,,,,,7,,,,,A12,,,1,,2,,,7,7,1,22,,A12,120.657553,24.20044,3
2021,10,1,7,45,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.660864,24.233153,3
2021,10,1,7,45,臺中市,清水區,0,1,0,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,20,8,B03,120.597022,24.306833,2
2021,10,1,7,46,臺中市,西區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,8,2,8,1,1,C03,7,5,1,10,2,14,,8,8,1,4,1,C03,120.673063,24.134209,2
2021,10,1,7,48,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,5,,B03,120.674505,24.115376,3
2021,10,1,7,48,臺中市,豐原區,0,1,0,8,1,5,50,3,8,1,5,4,5,7,4,4,5,4,4,2,12,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,22,8,B03,120.714838,24.246325,2
2021,10,1,7,49,臺中市,神岡區,0,3,0,8,1,5,50,4,1,1,2,4,5,7,1,1,10,5,5,2,17,50,3,10,3,4,G03,7,5,1,5,2,15,,50,50,1,10,9,G03,120.695883,24.248431,2
2021,10,1,7,50,臺中市,大雅區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,17,14,2,9,1,1,C03,7,9,1,10,2,11,,14,14,1,22,9,C03,120.644438,24.221094,2
2021,10,1,7,50,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,14,,6,6,1,22,8,C03,120.589336,24.17445,2
2021,10,1,7,50,臺中市,烏日區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,1,1,F03,7,5,8,20,2,16,,6,6,1,11,8,F03,120.645713,24.085957,2
2021,10,1,7,56,臺中市,大甲區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,42,3,10,1,1,C03,7,15,1,10,2,13,,42,42,1,9,1,C03,120.64824,24.40696,2
2021,10,1,8,0,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,21,,B03,120.658721,24.267176,3
2021,10,1,8,3,臺中市,西屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,8,4,4,1,16,44,2,8,1,4,C03,7,5,1,10,2,14,,44,44,1,4,8,C03,120.649598,24.171553,2
2021,10,1,8,4,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B12,,,1,,,,,17,17,1,10,,B12,120.737836,24.13146,3
2021,10,1,8,5,臺中市,大雅區,0,2,0,8,1,5,40,14,12,1,5,4,5,7,4,4,5,4,4,1,17,26,2,9,1,1,C03,7,11,3,18,2,12,,26,26,1,22,9,C03,120.64328,24.22,2
2021,10,1,8,7,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B02,,,1,,2,,,26,26,1,22,,B02,120.679093,24.12438,3
2021,10,1,8,8,臺中市,新社區,0,3,0,8,1,5,30,4,1,1,5,4,5,7,3,1,10,5,5,2,17,6,2,9,1,1,B03,7,5,1,8,2,5,,6,6,1,22,8,B03,120.812483,24.202733,2
2021,10,1,8,12,臺中市,大里區,0,1,0,8,1,5,80,10,16,1,5,4,5,7,4,4,1,3,5,1,16,26,2,9,1,1,C03,7,8,1,10,2,12,,26,26,1,4,8,C03,120.687837,24.094208,2
2021,10,1,8,18,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,22,,B03,120.638682,24.158278,3
2021,10,1,8,25,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,22,,B03,120.66629,24.155848,3
2021,10,1,8,25,臺中市,沙鹿區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,5,1,12,42,2,9,1,1,C03,7,9,1,10,2,14,,42,42,1,4,8,C03,120.562282,24.240553,2
2021,10,1,8,26,臺中市,大肚區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,2,23,3,10,3,4,C03,7,9,1,10,2,12,,23,23,1,22,9,C03,120.580937,24.173125,2
2021,10,1,8,29,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,21,,B03,120.665182,24.140006,3
2021,10,1,8,30,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A12,,,1,,1,,,23,23,1,22,,A12,120.646551,24.147738,3
2021,10,1,8,45,臺中市,沙鹿區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,3,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,4,8,B03,120.568108,24.236808,2
2021,10,1,8,51,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,A11,,,1,,1,,,17,17,1,22,,A11,120.695765,24.249043,3
2021,10,1,8,58,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,17,1,22,,B03,120.659726,24.201178,3
2021,10,1,9,1,臺中市,西屯區,0,1,0,8,1,5,40,4,9,1,5,4,5,7,4,4,8,5,5,1,16,19,3,10,1,4,B03,7,1,1,8,2,4,,19,19,1,4,8,B03,120.637853,24.183588,2
2021,10,1,9,4,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,3,2,2,,6,6,1,5,8,B03,120.685135,24.165321,2
2021,10,1,9,5,臺中市,清水區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,2,7,1,1,C03,7,9,1,10,2,12,,6,6,1,20,5,C03,120.548636,24.274734,2
2021,10,1,9,10,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,22,,B03,120.63064,24.24046,3
2021,10,1,9,14,臺中市,西屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,16,10,3,10,3,4,B03,7,11,1,8,2,4,,10,10,1,22,8,B03,120.595031,24.190836,2
2021,10,1,9,15,臺中市,神岡區,0,0,0,8,,,40,,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,17,17,1,21,,B12,120.668118,24.273145,3
2021,10,1,9,17,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,12,1,22,,B12,120.683037,24.147727,3
2021,10,1,9,28,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,9,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,4,8,C03,120.560907,24.241488,2
2021,10,1,9,28,臺中市,豐原區,0,0,0,,,,40,,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,17,17,1,22,,B12,120.743908,24.273674,3
2021,10,1,9,29,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,21,,B03,120.647078,24.074728,3
2021,10,1,9,31,臺中市,南區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,1,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,3,5,C03,120.662483,24.127335,2
2021,10,1,9,50,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A41,,,1,,2,,,23,23,1,10,,A41,120.645263,24.225553,3
2021,10,1,9,50,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,7,2,8,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.686887,24.155337,2
2021,10,1,9,51,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,10,3,10,1,4,B03,7,11,1,8,1,2,,10,10,1,22,8,B03,120.61833,24.179086,2
2021,10,1,9,56,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.633323,24.16125,2
2021,10,1,10,0,臺中市,龍井區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,1,16,8,2,9,3,4,B12,7,5,1,8,2,4,,8,8,1,22,9,B12,120.586026,24.181683,2
2021,10,1,10,0,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B12,,,1,,2,,,6,6,1,9,,B12,120.53869,24.245616,3
2021,10,1,10,10,臺中市,潭子區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,21,8,C03,120.686408,24.211015,2
2021,10,1,10,10,臺中市,東區,0,0,0,8,1,5,50,4,7,1,5,4,5,7,4,4,1,4,4,2,12,7,,,,,B12,,,1,,2,,,7,7,1,22,,B12,120.710384,24.140176,3
2021,10,1,10,18,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B02,,,1,,2,,,12,12,1,21,,B02,120.656728,24.149253,3
2021,10,1,10,25,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,B03,,,1,,11,,,43,43,1,4,,B03,120.649516,24.167126,3
2021,10,1,10,35,臺中市,大肚區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,2,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.579736,24.170342,2
2021,10,1,10,39,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,5,,B03,120.683794,24.138754,3
2021,10,1,10,43,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,C03,,,6,,1,,,26,26,1,12,,C03,120.697473,24.169975,3
2021,10,1,10,43,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,5,,B03,120.695048,24.111213,3
2021,10,1,10,55,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,11,1,8,2,8,,6,6,1,2,8,B03,120.541028,24.246539,2
2021,10,1,11,0,臺中市,西區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,2,5,2,17,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,19,7,C03,120.661687,24.147865,2
2021,10,1,11,2,臺中市,后里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,14,12,3,10,1,1,B03,7,2,1,8,2,7,,12,12,1,22,8,B03,120.708178,24.308694,2
2021,10,1,11,10,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,2,,,10,10,1,22,,B03,120.64499,24.22656,3
2021,10,1,11,10,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,5,,B03,120.737911,24.178531,3
2021,10,1,11,15,臺中市,神岡區,0,0,0,,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,1,,,6,6,1,22,,B03,120.657445,24.27197,3
2021,10,1,11,21,臺中市,烏日區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,3,5,1,17,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.627709,24.103422,2
2021,10,1,11,24,臺中市,梧棲區,0,2,0,8,1,5,90,14,7,1,5,4,5,7,4,4,1,4,5,1,13,23,2,7,1,1,A31,7,9,1,1,2,5,,23,23,1,10,8,A31,120.536254,24.249934,2
2021,10,1,11,24,臺中市,豐原區,0,1,0,8,1,5,50,14,8,1,1,4,5,7,4,4,5,4,4,2,17,42,3,10,1,1,B03,7,14,1,8,2,4,,42,42,1,21,3,B03,120.72102,24.252135,2
2021,10,1,11,30,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,14,,6,6,1,21,8,C03,120.6643,24.147886,2
2021,10,1,11,32,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B11,,,1,,2,,,23,23,1,21,,B11,120.718772,24.148207,3
2021,10,1,11,35,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,4,5,C03,120.652997,24.146726,2
2021,10,1,11,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,22,,B03,120.614043,24.184052,3
2021,10,1,11,43,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,4,5,1,18,9,2,9,1,1,C03,7,6,1,9,2,11,,9,9,1,1,9,C03,120.645571,24.176596,2
2021,10,1,11,50,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,,6,6,1,22,8,B03,120.679966,24.162541,2
2021,10,1,11,50,臺中市,東勢區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,23,1,22,,C03,120.822973,24.261633,3
2021,10,1,11,51,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,42,1,22,,B12,120.652568,24.164693,3
2021,10,1,11,55,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,19,1,22,,B03,120.637908,24.174751,3
2021,10,1,12,0,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,A11,,,1,,2,,,23,23,1,22,,A11,120.63233,24.23815,3
2021,10,1,12,0,臺中市,烏日區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,4,5,1,16,6,2,9,1,1,C03,7,6,1,10,2,14,,6,6,1,5,8,C03,120.623517,24.092522,2
2021,10,1,12,1,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,4,,B03,120.635765,24.171328,3
2021,10,1,12,2,臺中市,西屯區,0,0,0,8,,,70,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,20,,B03,120.5936,24.182834,3
2021,10,1,12,22,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,2,16,25,2,3,1,1,B03,7,9,1,8,2,7,,25,25,1,22,8,B03,120.652986,24.164881,2
2021,10,1,12,25,臺中市,沙鹿區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,10,5,2,8,1,1,C03,7,9,1,10,2,11,,5,5,1,5,1,C03,120.602222,24.240555,2
2021,10,1,12,25,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,2,,2,,,23,23,1,21,,B03,120.645988,24.25568,3
2021,10,1,12,27,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,1,1,1,C03,7,5,1,10,2,11,,6,6,1,22,8,C03,120.690328,24.130899,2
2021,10,1,12,29,臺中市,沙鹿區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,1,1,1,4,4,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,4,8,C03,120.60814,24.246452,2
2021,10,1,12,37,臺中市,北區,0,0,0,8,1,5,50,3,7,1,5,4,5,7,4,4,8,3,4,2,12,7,,,,,B03,,,1,,2,,,7,7,1,22,,B03,120.68868,24.156759,3
2021,10,1,12,37,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,2,,,,,B03,,,1,,2,,,2,2,1,22,,B03,120.697693,24.170286,3
2021,10,1,12,38,臺中市,西屯區,0,1,0,8,1,8,40,4,1,1,5,4,5,7,1,1,8,4,5,1,16,9,3,10,1,4,B03,7,6,1,8,2,2,,9,9,1,4,8,B03,120.645536,24.170066,2
2021,10,1,12,42,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,5,,B03,120.675507,24.13362,3
2021,10,1,12,50,臺中市,南區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,18,,,,,B03,,,1,,2,,,18,18,1,22,,B03,120.68356,24.127868,3
2021,10,1,12,50,臺中市,霧峰區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,1,29,43,2,9,1,1,B03,7,11,1,8,2,1,,43,43,1,22,8,B03,120.662996,24.072301,2
2021,10,1,12,57,臺中市,中區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,2,5,2,13,23,,,,,C03,,,1,,2,,,23,23,1,5,,C03,120.679547,24.142469,3
2021,10,1,13,1,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,17,19,3,10,1,1,C04,7,1,1,11,2,13,,19,19,1,22,8,C04,120.673314,24.166033,2
2021,10,1,13,15,臺中市,西屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,1,17,8,2,9,1,1,C03,7,5,1,10,2,12,,8,8,1,1,9,C03,120.656168,24.159966,2
2021,10,1,13,32,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.681752,24.144677,3
2021,10,1,13,39,臺中市,外埔區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,1,1,B12,7,5,1,7,2,5,,6,6,1,22,8,B12,120.633116,24.333191,2
2021,10,1,13,42,臺中市,梧棲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,12,8,B03,120.548315,24.247343,2
2021,10,1,13,45,臺中市,霧峰區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,1,17,19,2,8,1,1,C03,7,1,1,10,2,14,,19,19,1,4,8,C03,120.679466,24.064932,2
2021,10,1,13,53,臺中市,南屯區,0,2,0,8,1,5,50,15,9,1,5,4,5,7,4,4,2,4,5,2,17,6,2,9,1,1,C03,7,6,1,10,2,12,,6,6,1,22,8,C03,120.615884,24.14614,2
2021,10,1,13,53,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,23,1,21,,B12,120.658983,24.25943,3
2021,10,1,14,2,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.636977,24.139502,3
2021,10,1,14,5,臺中市,北區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,4,4,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,9,B03,120.673615,24.162937,2
2021,10,1,14,10,臺中市,中區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,B01,,,1,,9,,,19,19,1,5,,B01,120.68401,24.138553,3
2021,10,1,14,16,臺中市,大里區,0,0,0,8,1,5,40,4,2,1,5,4,5,7,1,1,8,3,5,1,13,23,,,,,B12,,,1,,2,,,23,23,1,22,,B12,120.7065,24.09541,3
2021,10,1,14,19,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,A11,,,1,1,9,,,19,19,1,12,,A11,120.611302,24.137196,3
2021,10,1,14,20,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,43,,,,,B12,,,2,,,,,43,43,1,22,,B12,120.65159,24.21841,3
2021,10,1,14,28,臺中市,西屯區,0,0,0,8,,,0,,,,,,,,,,,,,,,26,,,,,C04,,,1,,1,,,26,26,1,22,,C04,120.634905,24.16951,3
2021,10,1,14,29,臺中市,烏日區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,1,1,1,4,4,1,16,9,2,9,1,1,C03,7,6,1,10,2,11,,9,9,1,21,8,C03,120.598194,24.111249,2
2021,10,1,14,45,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,18,1,5,,B03,120.674871,24.138434,3
2021,10,1,14,50,臺中市,霧峰區,0,1,0,8,1,5,60,4,9,1,5,4,5,7,1,1,10,3,4,1,17,25,3,10,1,1,B03,7,9,1,8,2,1,,25,25,1,4,8,B03,120.696814,24.02652,2
2021,10,1,14,53,臺中市,西屯區,0,1,0,8,1,5,40,5,1,1,5,4,5,7,4,4,4,4,5,1,17,23,2,9,1,4,C03,7,5,1,10,2,14,,23,23,1,4,8,C03,120.59335,24.18008,2
2021,10,1,15,15,臺中市,潭子區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,3,4,1,17,23,3,10,1,1,B12,7,9,1,8,2,1,,23,23,1,22,8,B12,120.706397,24.219293,3
2021,10,1,15,15,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,1,1,3,2,5,1,16,42,2,9,1,1,C03,7,9,1,10,2,11,,42,42,1,22,8,C03,120.68429,24.119051,2
2021,10,1,15,17,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.690208,24.156177,3
2021,10,1,15,18,臺中市,西區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,2,4,2,17,26,,,,,B03,,,1,,1,,,26,26,1,5,,B03,120.675453,24.143952,3
